S	I	R	Total	Time
11805.3752541	467.132056825	132.709334157	12405.2166451	33.0

11795.2733773	473.721749748	136.007435772	12405.0025628	33.0

11413.8258254	768.089362206	223.38026339	12405.295451	34.0

11401.8808271	775.436131531	227.6862735	12405.0032321	34.0

10812.1302585	1224.40501039	368.791430157	12405.3266991	35.0

10798.4590838	1232.34216453	374.201725103	12405.0029734	35.0

9940.73439762	1870.49241382	593.970014676	12405.1968261	36.0

9925.83218148	1878.62477046	600.543412259	12405.0003642	36.0

8779.21308789	2699.28273854	926.2601179	12404.7559443	37.0

8764.33499183	2706.69573415	933.963380761	12404.9941067	37.0

7388.25041047	3628.9623527	1386.74351939	12403.9562826	38.0

7375.44904337	3634.16853421	1395.36733373	12404.9849113	38.0

5916.39437406	4507.50848933	1979.11728719	12403.0201506	39.0

5907.79023576	4508.96174907	1988.22435661	12404.9763414	39.0

4542.16968255	5176.50151094	2683.67881984	12402.3500133	40.0

4538.88497032	5173.42974879	2692.65737924	12404.9720983	40.0

3392.32695993	5547.5007598	3462.34951023	12402.17723	41.0

3394.12291006	5540.28730643	3470.56253583	12404.9727523	41.0

2506.69028008	5624.44467032	4271.27342279	12402.4083732	42.0

2512.48759562	5614.28163713	4278.20702459	12404.9762573	42.0

1860.10228402	5470.55279475	5072.15608275	12402.8111615	43.0

1868.65491735	5458.83434976	5077.49116104	12404.9804281	43.0

1401.25366104	5164.47315495	5837.4874884	12403.2143044	44.0

1411.50269797	5152.38648635	5841.09493588	12404.9841202	44.0

1078.86096493	4774.11213267	6550.57590853	12403.5490061	45.0

1090.01165763	4762.50176848	6552.47361433	12404.9870404	45.0

851.868025565	4348.71298711	7203.22707627	12403.8080889	46.0

863.355616474	4338.10307808	7203.53057759	12404.9892721	46.0

690.560178309	3920.36871686	7793.07709752	12404.0059927	47.0

701.996375195	3911.03637347	7791.95823706	12404.9909857	47.0

574.429765568	3508.32224994	8321.4073707	12404.1593862	48.0

585.557794643	3500.37057884	8319.06395714	12404.9923306	48.0

489.598575888	3123.09206527	8791.59064951	12404.2812907	49.0

500.259466361	3116.50825184	8788.22569579	12404.993414	49.0

426.713774476	2769.60100522	9208.06587985	12404.3806596	50.0

436.82061875	2764.2995269	9203.87416169	12404.9943073	50.0

379.443463504	2449.32642644	9575.69350296	12404.4633929	51.0

388.96083419	2445.18070938	9570.85351408	12404.9950576	51.0

343.459912187	2161.70745162	9899.36601658	12404.5333804	52.0

352.387189459	2158.57265748	9894.03584933	12404.9956963	52.0

315.768299128	1905.04130228	10183.7836523	12404.5932537	53.0

324.126623861	1902.76997493	10178.0996461	12404.9962449	53.0

294.266803761	1677.04360312	10433.3344593	12404.6448662	54.0

302.089513239	1675.49552928	10427.4116766	12404.9967191	54.0

277.458069032	1475.19236995	10652.0391446	12404.6895836	55.0

284.784206538	1474.23999561	10645.9729286	12404.9971307	55.0

264.258935413	1296.93433874	10843.5351819	12404.728456	56.0

271.129177129	1296.46506379	10837.403248	12404.9974889	56.0

253.873932011	1139.80439967	11011.0839897	12404.7623214	57.0

260.328218863	1139.72089861	11004.9486838	12404.9978013	57.0

245.710266159	1001.49061487	11157.5909861	12404.7918671	58.0

251.786533404	1001.71004991	11151.5014906	12404.998074	58.0

239.31999113	879.8654932	11285.6321847	12404.8176691	59.0

245.053556943	880.318195919	11279.6265593	12404.9983122	59.0

234.360132856	772.996633015	11397.4834507	12404.8402165	60.0

239.783464201	773.624598188	11391.590458	12404.9985204	60.0

230.564818528	679.145027004	11495.1500841	12404.8599296	61.0

235.707507639	679.900404289	11489.3907906	12404.9987026	61.0

227.725530238	596.756265032	11580.3953757	12404.8771709	62.0

232.614387402	597.599939443	11574.7845351	12404.9988619	62.0

225.676934226	524.447931216	11654.7673897	12404.8922552	63.0

230.336143818	525.34823143	11649.3146261	12404.9990013	63.0

224.286587772	460.995258186	11719.6236099	12404.9054559	64.0

228.737896762	461.926805099	11714.3344215	12404.9991234	64.0

223.447377182	405.316314188	11776.1533199	12404.9170113	65.0

227.710297286	406.259008958	11771.029924	12404.9992303	65.0

223.071901951	356.457493845	11825.3977334	12404.9271292	66.0

227.163913463	357.395638178	11820.4397723	12404.9993239	66.0

223.088260867	313.579758733	11868.2679712	12404.9359908	67.0

227.025010486	314.50129708	11863.4730983	12404.9994059	67.0

223.436858242	275.945865428	11905.5610305	12404.9437542	68.0

227.232346132	276.841737335	11900.9253943	12404.9994778	68.0

224.067959603	242.908685635	11937.9739123	12404.9505576	69.0

227.734712952	243.772276153	11933.4925517	12404.9995408	69.0

224.939803043	213.900639451	11966.1160789	12404.9565214	70.0

228.489034896	214.727315737	11961.7832454	12404.999596	70.0

226.017126295	188.424211737	11990.5204129	12404.9617509	71.0

229.458879377	189.210934639	11986.3298305	12404.9996445	71.0

227.270007531	166.043491898	12011.6528386	12404.966338	72.0

230.613283495	166.788492177	12007.5979113	12404.999687	72.0

228.672944992	146.37666157	12029.9207565	12404.9703631	73.0

231.925819877	147.079171444	12025.994733	12404.9997243	73.0

230.204119953	129.089348078	12045.6804281	12404.9738961	74.0

233.373846903	129.749379783	12041.8765304	12404.9997571	74.0

231.844801641	113.888760466	12059.2434363	12404.9769984	75.0

234.937902002	114.506924556	12055.5549593	12404.9997859	75.0

233.578862947	100.518527497	12070.8823331	12404.9797235	76.0

236.601206899	101.095884555	12067.3027197	12404.9998112	76.0

235.392383329	88.7541615646	12080.8355732	12404.9821181	77.0

238.349261165	89.2921018771	12077.3584704	12404.9998334	77.0

237.273320906	78.3990781841	12089.3118241	12404.9842232	78.0

240.169505993	78.8992247128	12085.9311223	12404.999853	78.0

239.211239854	69.2811068251	12096.4937278	12404.9860744	79.0

242.05104425	69.7452375094	12093.2035884	12404.9998702	79.0

241.197082387	61.2494350659	12102.5411856	12404.9877031	80.0

243.984405983	61.679421103	12099.3360582	12404.9998853	80.0

243.22297693	54.1719340276	12107.5942255	12404.9891365	81.0

245.961350891	54.5696913005	12104.4688565	12404.9998986	81.0

245.282075883	47.932818692	12111.775504	12404.9903986	82.0

247.9747011	48.3002699783	12108.7249393	12404.9999104	82.0

247.368417771	42.430601936	12115.1924906	12404.9915103	83.0

250.018198916	42.7696479152	12112.2120739	12404.9999207	83.0

249.47680959	37.5763058789	12117.9393744	12404.9924899	84.0

252.086385336	37.8888032895	12115.0247412	12404.9999298	84.0

251.602726024	33.2918984486	12120.0987291	12404.9933535	85.0

254.174495881	33.5796440265	12117.245798	12404.9999379	85.0

253.742222794	29.5089269384	12121.7429655	12404.9941152	86.0

256.278370985	29.7736460048	12118.947928	12404.999945	86.0

255.89186194	26.1673237696	12122.9356015	12404.9947873	87.0

258.394378677	26.4106625341	12120.19491	12404.9999512	87.0

258.048647227	23.2143627314	12123.7323705	12404.9953805	88.0

260.519347691	23.4378835428	12121.0427255	12404.9999568	88.0

260.209968152	20.6037466746	12124.1821895	12404.9959043	89.0

262.650509456	20.8089255909	12121.5405266	12404.9999617	89.0

262.373551328	18.2948100143	12124.3280058	12404.9963671	90.0

264.785447697	18.4830361771	12121.7314821	12404.999966	90.0

264.537418183	16.2518214946	12124.2075365	12404.9967762	91.0

266.92205456	16.4243978904	12121.6535174	12404.9999698	91.0

266.699848101	14.4433745052	12123.8539153	12404.9971379	92.0

269.058492355	14.6015197738	12121.3399611	12404.9999732	92.0

268.859346271	12.8418538504	12123.2962578	12404.9974579	93.0

271.193160167	12.9867048671	12120.8201111	12404.9999762	93.0

271.014615591	11.4229692832	12122.5601562	12404.9977411	94.0

273.324664658	11.5555842943	12120.1197299	12404.9999788	94.0

