S	I	R	Total	Time
183.759109768	1.02309027191	9572.21770163	9756.99990167	118.0

186.638807492	1.03076859712	9569.33042297	9756.99999906	118.0

186.629607847	0.941383488764	9569.42891834	9756.99990967	119.0

189.519349125	0.948566699449	9566.53208332	9756.99999914	119.0

189.510751852	0.866434796518	9566.62273036	9756.999917	120.0

