S	I	R	Total	Time
79.7867348299	76.9075912232	3312.29782613	3468.99215218	68.0

80.7524718298	77.1533812875	3311.09407265	3468.99992577	68.0

80.4558411162	70.0899442489	3318.44706604	3468.99285141	69.0

81.4592981548	70.3192318245	3317.2214024	3468.99993238	69.0

81.1865274651	63.8837642018	3323.92319609	3468.99348776	70.0

82.2213891148	64.0978675475	3322.68068173	3468.99993839	70.0

81.9703836333	58.2340196951	3328.78966354	3468.99406687	71.0

83.0313245224	58.4341148519	3327.53450449	3468.99994387	71.0

82.8002085641	53.0905817087	3333.10380361	3468.99459389	72.0

83.8827384416	53.2777231527	3331.83948725	3468.99994885	72.0

83.6698256886	48.4078038314	3336.91744399	3468.99507351	73.0

84.7701591585	48.5829414367	3335.64685279	3468.99995338	73.0

84.5739280802	44.1441342	3340.27744774	3468.99551002	74.0

85.6888749476	44.3081272774	3339.00295528	3468.99995751	74.0

85.507948351	40.2617578119	3343.22620115	3468.99590731	75.0

86.6348212199	40.4153868141	3341.94975323	3468.99996126	75.0

86.4679491074	36.726267637	3345.80205218	3468.99626892	76.0

87.6044854405	36.8702439811	3344.52523526	3468.99996468	76.0

87.4505305308	33.5063628071	3348.03970475	3468.99659809	77.0

88.5948268526	33.6413371693	3346.76380377	3468.99996779	77.0

88.452752258	30.5735721065	3349.97057338	3468.99689775	78.0

89.6032085688	30.7001414647	3348.69662059	3468.99997063	78.0

89.4720672299	27.9020009855	3351.62310235	3468.99717056	79.0

90.6273400168	28.020714629	3350.35191856	3468.99997321	79.0

90.5062655791	25.4681003545	3353.02305304	3468.99741897	80.0

91.6652280729	25.5794650365	3351.75528245	3468.99997555	80.0

91.5534269545	23.2504554826	3354.19376274	3468.99764518	81.0

92.7151355039	23.3549398561	3352.92990233	3468.99997769	81.0

92.6118799528	21.2295934055	3355.15637784	3468.9978512	82.0

93.7755455644	21.3276318577	3353.89680222	3468.99997964	82.0

93.6801675467	19.3878073356	3355.93006396	3468.99803885	83.0

94.8451317933	19.4798033154	3354.67504631	3468.99998142	83.0

94.7570175809	17.7089966654	3356.53219554	3468.99820979	84.0

95.9227322066	17.7953255808	3355.28192525	3468.99998303	84.0

95.8413175616	16.178521248	3356.97852673	3468.99836554	85.0

97.0073272164	16.2595329988	3355.73312429	3468.99998451	85.0

96.9320930847	14.7830687368	3357.28334564	3468.99850746	86.0

98.0980207102	14.8590899361	3356.0428752	3468.99998585	86.0

98.0284893557	13.5105338549	3357.45961359	3468.9986368	87.0

99.1940238182	13.5818697858	3356.22409347	3468.99998707	87.0

99.129755339	12.3499085559	3357.5190908	3468.9987547	88.0

100.294640967	12.4168449001	3356.28850232	3468.99998819	88.0

100.235230146	11.291182119	3357.47244991	3468.99886218	89.0

101.399257885	11.3539864905	3356.24674483	3468.99998921	89.0

101.344331334	10.3252502993	3357.32937854	3468.99896017	90.0

102.507331264	10.3841736111	3356.10848526	3468.99999014	90.0

102.456544827	9.44383272946	3357.09867199	3468.99904954	91.0

103.618379853	9.49911041568	3355.88250071	3468.99999098	91.0

103.571416245	8.63939783541	3356.78831698	3468.99913106	92.0

104.731976759	8.69125094863	3355.57676405	3468.99999175	92.0

104.688543402	7.90509459085	3356.40556742	3468.99920542	93.0

105.847742791	7.95373079235	3355.19851888	3468.99999246	93.0

105.807569844	7.23469049651	3355.95701292	3468.99927327	94.0

106.965340696	7.28030495291	3354.75434745	3468.9999931	94.0

106.92817925	6.62251522089	3355.44864071	3468.99933518	95.0

108.084470162	6.66529141975	3354.25023211	3468.99999369	95.0

108.050090583	6.06340939017	3354.88589172	3468.9993917	96.0

109.204863477	6.10351988494	3353.69161086	3468.99999422	96.0

109.173053885	5.55267805996	3354.27371134	3468.99944329	97.0

110.326281752	5.59028515298	3353.08342781	3468.99999471	97.0

110.29684663	5.08604844273	3353.61659532	3468.9994904	98.0

111.448511633	5.12130481399	3352.43017871	3468.99999516	98.0

111.421270542	4.65963150338	3352.91863137	3468.99953342	99.0

112.571362428	4.69268079129	3351.73595235	3468.99999557	99.0

112.54614883	4.26988706966	3352.18353682	3468.99957272	100.0

113.694663599	4.30086440942	3351.00446793	3468.99999594	100.0

113.671323772	3.91359213637	3351.41469271	3468.99960862	101.0

114.818262566	3.94262466047	3350.23910905	3468.99999628	101.0

114.796654605	3.58781207085	3350.61517475	3468.99964143	102.0

115.942022772	3.61501937583	3349.44295444	3468.99999659	102.0

115.922015672	3.28987445419	3349.78778129	3468.99967141	103.0

117.065821995	3.31536903688	3348.61880584	3468.99999688	103.0

117.047294802	3.01734531636	3348.9350587	3468.99969882	104.0

118.189550846	3.0412329826	3347.76921331	3468.99999714	104.0

118.17239188	2.76800754564	3348.05932446	3468.99972389	105.0

119.313111459	2.79038779398	3346.89649812	3468.99999737	105.0

119.297217592	2.53984127276	3347.16268794	3468.99974681	106.0

120.436416315	2.56080765526	3346.00277362	3468.99999759	106.0

120.421692313	2.33100604836	3346.24706941	3468.99976777	107.0

121.559387215	2.35064651031	3345.08996407	3468.99999779	107.0

121.545745123	2.13982464896	3345.31421718	3468.99978695	108.0

122.681954354	2.15822184922	3344.15982177	3468.99999797	108.0

122.669312937	1.96476836183	3344.36572321	3468.99980451	109.0

123.804055509	1.98199997506	3343.21394265	3468.99999814	109.0

123.792339729	1.80444361275	3343.40303723	3468.99982057	110.0

124.925635302	1.82058261494	3342.25378037	3468.99999829	110.0

124.914775843	1.65757981328	3342.42747962	3468.99983528	111.0

126.046644547	1.67269475152	3341.28065913	3468.99999843	111.0

126.036577373	1.52301831546	3341.44025306	3468.99984875	112.0

127.167039668	1.53717356297	3340.29578533	3468.99999856	112.0

127.157705613	1.39970237207	3340.4424531	3468.99986108	113.0

128.286782168	1.41295836945	3339.30025814	3468.99999868	113.0

128.278126566	1.28666801018	3339.4350778	3468.99987238	114.0

129.405838156	1.29908149352	3338.29507913	3468.99999878	114.0

129.39781049	1.18303573408	3338.41903651	3468.99988273	115.0

130.524177919	1.19465995074	3337.28116101	3468.99999888	115.0

130.516731504	1.08800298135	3337.39515774	3468.99989222	116.0

131.641775536	1.0988878941	3336.25933554	3468.99999897	116.0

131.634867225	1.0008372631	3336.36419643	3468.99990092	117.0

132.758608528	1.01102974312	3335.23036078	3468.99999906	117.0

132.752198438	0.920869925523	3335.32684053	3468.99990889	118.0

133.874657539	0.930413934952	3334.19492766	3468.99999913	118.0

133.868708803	0.847490475878	3334.28371693	3468.9999162	119.0

134.989906049	0.856427240354	3333.15366591	3468.9999992	119.0

134.984384582	0.780141421188	3333.23539691	3468.99992291	120.0

