S	I	R	Total	Time
962.199265773	16.2218509672	4556.57664633	5534.99776307	118.0

960.049317997	16.170600185	4558.7800607	5534.99997888	118.0

959.247997954	14.7628909456	4560.98707227	5534.99796117	119.0

957.104792786	14.7168922545	4563.17829571	5534.99998075	119.0

956.377775604	13.4336230846	4565.18674329	5534.99814198	120.0

