S	I	R	Total	Time
67.4936656546	16.4577439014	12006.0485745	12089.9999841	90.0

67.4407210904	14.9412034938	12007.6165425	12089.9984671	91.0

68.7032478059	14.9252763818	12006.3714614	12089.9999856	91.0

68.6543694903	13.5507707884	12007.7934704	12089.9986107	92.0

69.9400309894	13.5374759051	12006.52248	12089.9999869	92.0

69.8948966154	12.2915382792	12007.8123058	12089.9987407	93.0

71.2035473687	12.2805398252	12006.5159009	12089.9999881	93.0

71.1618614613	11.1509919186	12007.686005	12089.9988584	94.0

72.4933496155	11.1419927814	12006.3646469	12089.9999892	94.0

72.4548411208	10.1178208685	12007.4263029	12089.9989649	95.0

73.8090092341	10.1105584032	12006.0804226	12089.9999903	95.0

73.7734293503	9.18180119191	12007.0438308	12089.9990613	96.0

75.1501150634	9.17604344474	12005.6738327	12089.9999912	96.0

75.1172352835	8.33369081495	12006.5482226	12089.9991487	97.0

76.5162719317	8.32923314641	12005.1544869	12089.999992	97.0

76.4858822775	7.56513467089	12005.9482108	12089.9992278	98.0

77.9070994481	7.56179673573	12004.5310965	12089.9999927	98.0

77.8790068719	6.86857903732	12005.2517135	12089.9992994	99.0

79.3222309123	6.86620208583	12003.8115604	12089.9999934	99.0

79.2962578504	6.23719417619	12004.4659123	12089.9993643	100.0

80.7613123296	6.23563864325	12003.003043	12089.999994	100.0

80.7372953904	5.66480447123	12003.5973232	12089.9994231	101.0

82.2240015197	5.66394782346	12002.1120452	12089.9999946	101.0

82.2017902925	5.1458253354	12002.6518608	12089.9994764	102.0

83.7099673068	5.14556014959	12001.1444676	12089.9999951	102.0

83.6894232795	4.6752062314	12001.6348951	12089.9995247	103.0

85.2188887844	4.67543848011	12000.1056683	12089.9999955	103.0

85.1998843582	4.24837921186	12000.5513048	12089.9995684	104.0

86.7504546445	4.24902673466	11999.0005146	12089.9999959	104.0

86.7328722362	3.86121244343	11999.4055234	12089.9996081	105.0

88.3043625657	3.86220358414	11997.8334302	12089.9999963	105.0

88.2880937897	3.50996823077	11998.201582	12089.999644	106.0

89.8803186535	3.51124062351	11996.6084374	12089.9999966	106.0

89.8652635745	3.19126510371	11996.943148	12089.9996766	107.0

91.4780369278	3.19276459177	11995.3291954	12089.999997	107.0

91.4641033785	2.90204357284	11995.6335593	12089.9997062	108.0

93.0972388525	2.90372324658	11993.9990351	12089.9999972	108.0

93.0843418093	2.63953519752	11994.275856	12089.999733	109.0

94.737652903	2.64135453853	11992.62099	12089.9999975	109.0

94.7257139151	2.40123464467	11992.8728088	12089.9997573	110.0

96.3990141692	2.40315876488	11991.1978248	12089.9999977	110.0

96.3879608355	2.18487444794	11991.4269441	12089.9997794	111.0

98.0810639882	2.18687341357	11989.7320605	12089.9999979	111.0

98.0708294779	1.98840220525	11989.9405678	12089.9997994	112.0

99.7835496067	1.99045043653	11988.2259981	12089.9999981	112.0

99.7740722198	1.80995997801	11988.4157854	12089.9998176	113.0

101.506223869	1.81203571645	11986.6817387	12089.9999983	113.0

101.497446632	1.64786567843	11986.8545218	12089.9998341	114.0

103.248844926	1.6499505144	11985.101203	12089.9999984	114.0

103.240715224	1.50059625204	11985.2585376	12089.9998491	115.0

105.011175971	1.50267470614	11983.4861479	12089.9999986	115.0

105.003645205	1.3667724814	11983.629445	12089.9998627	116.0

106.792984991	1.36883163375	11981.8381821	12089.9999987	116.0

106.786008265	1.24514525383	11981.9687215	12089.999875	117.0

108.594044532	1.24717441601	11980.1587799	12089.9999988	117.0

108.587580368	1.13458315118	11980.2777227	12089.9998862	118.0

110.414131495	1.13657357628	11978.4492939	12089.9999989	118.0

110.408141564	1.03406123374	11978.5576936	12089.9998964	119.0

112.253026927	1.03600586017	11976.7109662	12089.999999	119.0

112.24747581	0.942650902532	11976.809779	12089.9999057	120.0

